genre_ids,id,original_language,overview,release_date,title
['Drama'],528215,en,"['A', 'former', 'boyracer,', 'who', 'married', 'his', 'first', 'love', 'and', 'took', 'a', 'job', 'in', 'one', 'of', 'the', 'fish', 'factories,', 'now', 'has', 'a', '17', 'year-old-son', 'of', 'his', 'own', 'following', 'in', 'his', 'footsteps', 'and', 'can', 'no', 'longer', 'ignore', 'the', 'fact', 'he’s', 'going', 'nowhere.', 'Unable', 'to', 'be', 'physically', 'or', 'emotionally', 'present', 'with', 'his', 'family,', 'he', 'takes', 'his', 'son’s', 'car', 'out', 'for', 'one', 'final', 'joy', 'ride', 'and', 'risks', 'losing', 'the', 'love', 'that', 'surrounds', 'him']",2020-03-12,Run
"['Horror', 'Comedy']",839678,en,"['After', 'their', 'school', 'bus', 'crashes,', 'a', 'group', 'of', 'high', 'school', 'students', 'is', 'thrown', 'into', 'a', 'terrifying', 'fight', 'for', 'survival', 'as', 'they', 'try', 'to', 'take', 'down', 'a', 'group', 'of', 'unhuman', 'savages…', 'before', 'they', 'kill', 'each', 'other', 'first.']",2022-06-03,Unhuman
['Documentary'],245252,en,"['A', 'documentary', 'recounting', 'the', 'personal', 'and', 'professional', 'lives', 'of', 'the', 'Three', 'Stooges,', 'including', 'rare', 'footage', 'and', 'interviews', 'with', 'family', 'members.']",1984-01-01,The Making of the Stooges
['Thriller'],766409,af,"['Based', 'on', 'real', 'events', 'in', 'and', 'around', 'Cape', 'Town,', 'two', 'paramedics', 'risk', 'their', 'lives', 'while', 'attempting', 'to', 'save', 'a', ""patient's"", 'life.']",2017-08-25,Accelerate
"['Science Fiction', 'Horror', 'Action']",8078,en,"['Two', 'hundred', 'years', 'after', 'Lt.', 'Ripley', 'died,', 'a', 'group', 'of', 'scientists', 'clone', 'her,', 'hoping', 'to', 'breed', 'the', 'ultimate', 'weapon.', 'But', 'the', 'new', 'Ripley', 'is', 'full', 'of', 'surprises', '…', 'as', 'are', 'the', 'new', 'aliens.', 'Ripley', 'must', 'team', 'with', 'a', 'band', 'of', 'smugglers', 'to', 'keep', 'the', 'creatures', 'from', 'reaching', 'Earth.']",1997-11-12,Alien Resurrection
"['Thriller', 'Romance']",23751,en,"['Local', 'journalist,', 'Cameron', 'Colley', 'writes', 'articles', 'that', 'are', 'idealistic,', 'from', 'the', 'viewpoint', 'of', 'the', 'underdog.', 'A', 'twisted', 'serial', 'killer', 'seems', 'to', 'have', 'some', 'motives.', 'His', 'brutal', 'murders', 'are', 'also', 'committed', 'on', 'behalf', 'of', 'the', 'underdog.', 'The', 'stories', 'begin', 'to', 'merge', 'and', 'Cameron', 'find', 'himself', 'inextricably', 'and', 'inextricably', 'implicated', 'by', 'the', 'brutal', 'killer.', 'The', 'arms', 'dealer', 'that', 'Cameron', 'plans', 'to', 'expose', 'is', 'found', 'literally', ""'disarmed'"", 'before', 'he', 'can', 'put', 'pen', 'to', 'paper.', 'The', 'brewery', 'chief,', 'loathed', 'by', 'Cameron,', 'who', 'sold', 'up', 'at', 'the', 'expense', 'of', 'his', 'workers,', 'finds', 'himself', 'permanently', 'unemployable.', 'The', 'police', 'are', 'convened', 'of', ""Cameron's"", 'guilt', 'and', 'so', 'are', 'half', 'his', 'friends', 'and', 'colleagues.', 'Cameron', 'is', 'forced', 'to', 'employ', 'all', 'his', 'investigative', 'skills', 'to', 'find', 'the', 'real', 'killer', 'and', 'his', 'motive.']",2000-05-06,Complicity
"['Comedy', 'Family', 'Science Fiction']",9574,en,"['Professor', 'Phillip', 'Brainard,', 'an', 'absent', 'minded', 'professor,', 'works', 'with', 'his', 'assistant', 'Weebo,', 'trying', 'to', 'create', 'a', 'substance', ""that's"", 'a', 'new', 'source', 'of', 'energy', 'and', 'that', 'will', 'save', 'Medfield', 'College', 'where', 'his', 'sweetheart', 'Sara', 'is', 'the', 'president.', 'He', 'has', 'missed', 'his', 'wedding', 'twice,', 'and', 'on', 'the', 'afternoon', 'of', 'his', 'third', 'wedding,', 'Professor', 'Brainard', 'creates', 'flubber,', 'which', 'allows', 'objects', 'to', 'fly', 'through', 'the', 'air.']",1997-11-26,Flubber
"['Horror', 'Mystery', 'Thriller']",748155,en,"['A', 'one-hit-wonder', 'musician', 'battles', 'writers', 'block', 'and', 'a', 'strange', 'inspirational', 'force', 'at', 'a', 'secluded', 'lake', 'house.']",2014-11-25,The Muse
"['Action', 'Comedy', 'Crime']",5174,en,"['After', 'a', 'botched', 'assassination', 'attempt,', 'the', 'mismatched', 'duo', 'finds', 'themselves', 'in', 'Paris,', 'struggling', 'to', 'retrieve', 'a', 'precious', 'list', 'of', 'names,', 'as', 'the', 'murderous', 'crime', ""syndicate's"", 'henchmen', 'try', 'their', 'best', 'to', 'stop', 'them.', 'Once', 'more,', 'Lee', 'and', 'Carter', 'must', 'fight', 'their', 'way', 'through', 'dangerous', 'gangsters;', 'however,', 'this', 'time,', 'the', 'past', 'has', 'come', 'back', 'to', 'haunt', 'Lee.', 'Will', 'the', 'boys', 'get', 'the', 'job', 'done', 'once', 'and', 'for', 'all?']",2007-08-08,Rush Hour 3
['Action'],550134,en,"['When', 'a', 'Thai', 'girl', 'with', 'mythical', 'powers', 'goes', 'missing,', 'Axe', 'and', 'his', 'old', 'team', 'unite', 'in', 'attempts', 'to', 'bring', 'her', 'back.']",2018-09-24,Attrition
"['Action', 'Adventure', 'Science Fiction']",640146,en,"['Super-Hero', 'partners', 'Scott', 'Lang', 'and', 'Hope', 'van', 'Dyne,', 'along', 'with', 'with', ""Hope's"", 'parents', 'Janet', 'van', 'Dyne', 'and', 'Hank', 'Pym,', 'and', ""Scott's"", 'daughter', 'Cassie', 'Lang,', 'find', 'themselves', 'exploring', 'the', 'Quantum', 'Realm,', 'interacting', 'with', 'strange', 'new', 'creatures', 'and', 'embarking', 'on', 'an', 'adventure', 'that', 'will', 'push', 'them', 'beyond', 'the', 'limits', 'of', 'what', 'they', 'thought', 'possible.']",2023-02-15,Ant-Man and the Wasp: Quantumania
['Documentary'],288708,de,"['Filmmaker', 'Ulrich', 'Seidl', 'explores', 'of', 'the', 'dark', 'underside', 'of', 'the', 'human', 'psyche', 'by', 'entering', 'Austrian', 'basements', 'fitted', 'out', 'as', 'private', 'domains', 'for', 'secrets', 'and', 'fetishes.']",2014-09-26,In the Basement
['Drama'],32584,en,"['The', 'friendship', 'of', 'two', '15-year-old', 'boys', '–', 'one', 'black,', 'one', 'white', '–', 'begins', 'to', 'fall', 'apart', 'under', 'the', 'stress', 'of', 'a', 'changing', 'world.']",2007-11-29,September
"['Comedy', 'Drama']",961516,en,"['Terese', 'is', 'a', 'young', 'woman', 'with', 'Cystic', 'Fibrosis', 'stuck', 'in', 'the', 'time', 'loop', 'of', 'quarantine.', 'She', 'fights', 'her', 'boredom', 'with', 'beer,', 'weed,', 'and', 'an', 'unstoppable', 'internal', 'dialogue.', 'When', 'her', 'self-interested', 'roommate', 'returns', 'and', 'fails', 'to', 'practice', 'safe', 'social', 'distancing,', 'she', 'finds', 'that', 'boredom', 'may', 'be', 'the', 'least', 'of', 'her', 'worries.']",2022-04-12,Never Better
"['Drama', 'War']",130989,en,"['A', 'tale', 'of', 'life', 'on', 'board', 'a', 'Royal', 'Navy', 'cruiser', 'assigned', 'to', 'protect', 'the', 'vital', 'convoys', 'between', 'America', 'and', 'England', 'during', 'WWII.']",1940-09-28,Convoy
"['Action', 'Thriller']",371439,hi,"['Rahul,', 'a', 'young', 'man,', 'tries', 'to', 'protect', 'his', 'wife', 'from', 'a', 'goon', 'who', 'wants', 'to', 'forcibly', 'marry', 'her.', 'When', 'all', 'things', 'go', 'against', 'Rahul,', 'he', 'becomes', 'an', 'angry', 'man,', 'and', 'sets', 'out', 'to', 'fight', 'against', 'the', 'goon.']",2015-11-06,Ranbanka
[],143169,en,"[""Evgeniy's"", 'hobby', 'is', 'to', 'send', 'fake', 'letters', 'to', 'real', 'countries.', 'He', 'has', 'collected', 'a', 'letter', 'from', 'every', 'country', 'except', 'New', 'Zealand,', 'and', 'he', 'sends', 'a', 'letter', 'there.', 'Things', 'turn', 'worst', 'when', 'he', 'actually', 'receives', 'a', 'letter', 'from', 'someone', 'there.']",2012-05-28,Envelope
[],162066,hi,"['Gopichand', 'Verma', 'is', 'a', 'retired', 'Judge', 'of', 'the', 'Supreme', 'Court', 'of', 'India.', 'He', 're-locates', 'to', 'scenic', 'Ooty', 'and', 'decides', 'to', 'live', 'there', 'in', 'a', 'palatial', 'home.', 'He', 'has', 'a', 'cook/servant', 'in', 'Badriprasad', 'Chaurasia.', 'When', 'Chaurasia', 'wins', 'a', 'lottery,', 'he', 'quits,', 'and', 'Verma', 'hires', 'a', 'woman', 'by', 'the', 'name', 'of', 'Nandini', 'in', 'his', 'place.', 'He', 'soon', 'finds', 'out', 'that', 'there', 'is', 'a', 'mystery', 'behind', 'Nandini', 'and', 'her', 'presence', 'in', 'his', 'house,', 'apart', 'from', 'the', 'fact', 'that', 'she', 'is', 'mentally', 'imbalanced.', 'When', 'he', 'probes', 'further,', 'he', 'finds', 'that', 'she', 'is', 'claiming', 'to', 'be', 'his', 'illegitimate', 'daughter.', 'He', 'does', 'accept', 'her', 'and', 'decides', 'to', 'let', 'her', 'live', 'there,', 'but', 'his', 'wife,', 'his', 'son,', 'his', 'sister,', 'his', 'son-in-law,', 'and', 'daughter', 'have', 'other', 'plans', '-', 'for', 'they', 'have', 'hired', 'notorious', 'hit-man', 'Samar', 'Khan', 'to', 'abduct', 'and', 'kill', 'Nandini', 'at', 'any', 'cost.', 'Is', 'Nandini', 'really', ""Verma's"", 'daughter?', 'Why', 'would', 'the', 'Verma', 'family', 'want', 'her', 'dead?']",1992-10-30,Muskurahat
['Adventure'],560679,tr,"['A', 'Yeşilçam', 'adaptation', 'of', 'the', 'episode', '""Mark', 'of', 'Cain""', '(""In', 'the', 'Name', 'of', 'Friendship"")', 'from', 'the', 'beloved', '1970s', 'television', 'series', 'Petrocelli.', 'Selçuk', 'Ünver', 'plays', 'a', 'very', 'strict', 'public', 'prosecutor.', 'Woe', 'betide', 'any', 'defendant', 'he', 'believes', 'to', 'be', 'guilty.', 'He', 'would', 'even', 'arrest', 'his', 'own', 'wife', 'if', 'necessary!', 'He', 'is', 'that', 'principled.', 'He', 'loves', 'Nevin', 'perhaps', 'even', 'more', 'than', 'Petrocelli', 'loved', 'Maggie.', 'Their', 'dog', ""'Şirin'"", 'is', 'the', 'joy', 'of', 'the', 'house.', 'A', 'visit', 'will', 'disrupt', 'this', 'happiness.']",1977-04-01,Yangın
"['Thriller', 'TV Movie']",785118,it,"[""It's"", 'a', 'night', 'like', 'any', 'other', 'for', 'Captain', 'Marco', 'Giordani,', 'or', 'so', 'he', 'thinks', 'until', 'Silvia', 'has', 'a', 'fight', 'with', 'her', 'companion', 'and', 'ends', 'up', 'alone', 'in', 'the', 'middle', 'of', 'the', 'station', 'square.', 'Giordani', 'offers', 'to', 'help', 'her,', 'and', 'soon', 'finds', 'himself', 'entangled', 'in', 'a', 'murder', 'case.']",2003-08-16,Nessuna Paura
"['Drama', 'War']",315172,en,"['A', 'young', 'soldier', 'finds', 'the', 'courage', 'to', 'cross', 'enemy', 'lines.']",2012-07-03,Lili Marleen
['Drama'],578282,ko,"['A', 'story', 'about', 'a', 'director,', 'who,', 'as', 'a', 'means', 'of', 'grieving', 'the', 'loss', 'of', 'his', 'dog', 'Popee,', 'decides', 'to', 'make', 'a', 'film', 'about', 'his', 'relationship', 'to', 'Popee', 'along', 'with', 'that', 'of', 'other', 'dog/person', 'relationships.']",2002-10-18,Popee
"['Comedy', 'Drama', 'Music', 'Western']",65134,en,"['A', 'blacksmith', 'and', 'an', 'amateur', 'gunslinger', 'embark', 'on', 'journey', 'through', 'the', 'west', 'together', 'but', 'soon', 'separate', 'and', 'have', 'surreal', 'experiences', 'of', 'their', 'own.']",1971-01-24,Zachariah
[],403919,en,"['6', 'diverse', 'women', 'recite', 'poetry', 'around', 'the', 'theme', 'of', 'mental', 'health,', 'to', 'join', 'the', 'pledge', 'to', 'end', 'mental', 'health', 'stigma.']",2014-02-06,End-Stigma
[],254892,en,"['In', 'the', 'old', 'days,', 'things', 'were', 'different.', 'Art,', 'too.', 'It', 'assembled', 'and', 'passed', 'on', 'human', 'experience', 'and', 'knowledge.', 'But', 'in', ""today's"", 'Denmark,', 'something', 'else', 'is', 'wanted', 'from', 'art.', 'It', 'has', 'to', 'experiment', 'and', 'break', 'new', 'ground.', 'It', 'is', 'almost', 'a', 'political', 'requirement.', 'The', 'more', 'conventional', 'the', 'politics,', 'the', 'harsher', 'the', 'politically', 'correct', 'requirements', 'for', 'the', 'artist.', 'Sliced', 'up,', 'rotting', 'pigs', 'are', 'not', 'enough', 'anymore!', 'Art', 'must', 'move', 'on.', 'But', 'how', 'can', 'the', 'poor', 'artist', 'surpass', 'his', 'predecessors', 'and', 'become', 'a', 'success?']",1998-11-14,The Art of Success
['Comedy'],11514,de,"['Somewhere', 'in', 'the', 'GDR,', 'in', '1988:', 'young', 'soldier', 'Henrik', 'Heidler', 'starts', 'his', 'service', 'in', 'the', 'National', ""People's"", 'Army,', 'a', 'whole', 'new', 'world.', 'Together', 'with', 'the', 'weighty', 'troublemaker', 'Krüger,', 'Heidler', 'and', 'his', 'fellow', 'soldiers', 'try', 'to', 'somehow', 'do', 'their', 'time', 'between', 'old', 'hands', 'and', 'bureaucrats.', ""It's"", 'not', 'always', 'fun,', 'because', 'the', 'superiors', 'are', 'annoying', 'with', 'socialist', 'propaganda', 'from', 'the', 'day', 'before', 'yesterday,', 'the', 'material', 'and', 'equipment', 'is', 'scarce', 'and', 'not', 'exactly', 'new,', 'while', 'morale', 'is', 'at', 'rock', 'bottom.', 'His', 'relationship', 'with', 'his', 'girlfriend', ""isn't"", 'holding', 'up', 'either.', 'But', 'then', 'Heidler', 'meets', 'Marie,', 'the', 'daughter', 'of', 'commander', 'Kalt', 'of', 'all', 'people,', 'and', 'falls', 'in', 'love.', 'And', 'then,', 'at', 'some', 'point,', 'the', 'Wall', 'comes', 'down', 'and', 'everything', 'changes', '...', 'for', 'everyone', 'in', 'the', 'NVA!']",2005-09-29,NVA
"['Romance', 'Documentary', 'Drama']",453169,en,"['A', 'real', 'romance', 'filmed', 'over', 'five', 'years.', 'Josephine', 'and', 'Zefrey', 'simmer', 'in', 'the', 'white', 'hot', 'apocalypse', 'of', 'first', 'love', 'until', 'the', 'throw', 'of', 'a', 'dart', 'finds', 'them', 'on', 'a', 'spontaneous', 'trip', 'to', 'the', 'Maldives', 'and', 'cracks', 'open', 'the', 'question', '--', 'is', 'their', 'love', 'true', 'or', 'just', 'a', 'performance?']",2017-04-30,Flames
"['Crime', 'Drama']",12888,en,"['Tommy', 'Bundy', 'and', 'Sincere', 'are', 'best', 'friends', 'as', 'well', 'as', 'infamous', 'and', 'ruthless', 'criminals', 'and', 'shot-callers', 'in', 'the', 'hood.', 'Respected', 'by', 'many', 'but', 'feared', 'by', 'all.', 'As', 'the', 'police', 'are', 'closing', 'in', 'on', 'them', 'and', 'new', 'players', 'are', 'looking', 'for', 'a', 'come', 'up,', 'will', 'their', 'reign', 'last?']",1998-11-04,Belly
"['Action', 'Romance', 'Western']",102298,en,"['Preacher', 'Sam', 'Stone', 'and', 'his', 'new', 'beautiful', 'wife', 'Jill', 'stand', 'by', 'the', 'grave', 'of', 'Sheriff', 'Billy', 'Kelly,', 'who', 'died', 'trying', 'to', 'bring', 'law-and-order', 'to', 'Emporia,', 'Wyoming.', 'Among', 'the', 'mourners', 'are', 'businessman', 'George', 'Gates,', 'mayor', 'Ned', 'West', 'and', 'his', 'daughter', 'Patricia.', 'The', 'mayor', 'rejects', ""Gates'"", 'suggestion', 'that', 'he', 'release', 'gunfighter', 'Waco', 'from', 'jail', 'to', 'clean', 'up', 'the', 'town.', 'When', 'Patricia', 'is', 'attacked', 'by', 'a', 'cowboy', 'after', 'leaving', 'her', 'boyfriend', 'Scotty', 'Moore,', 'the', 'mayor', 'finally', 'decides', 'it', 'is', 'time', 'accept', 'the', 'governor;s', 'offer', 'of', 'amnesty', 'for', 'Waco.', 'Jill', ""Stone's"", 'first', 'reaction,', 'when', 'learning', 'that', 'Waco', 'has', 'been', 'released,', 'is', 'to', 'leave', 'town', 'before', 'Waco', 'finds', 'out', 'that', 'she,', 'his', 'former', 'fiancée,', 'has', 'married', 'the', 'town', 'preacher', 'while', 'Waco', 'was', 'in', 'jail.', 'Town', 'boss', 'Joe', 'Gore', 'is', 'not', 'overjoyed,', 'either,', 'but', 'Ike', 'and', 'Pete', 'Jenner', 'eagerly', 'await', 'the', 'chance', 'to', 'shoot', 'Waco', 'for', 'the', 'death', 'of', 'their', 'brother.', 'Written', 'by', 'Les', 'Adams']",1966-09-01,Waco
['Comedy'],4248,en,"['While', 'the', 'original', 'parodied', 'slasher', 'flicks', 'like', 'Scream,', 'Keenen', 'Ivory', ""Wayans's"", 'sequel', 'to', 'Scary', 'Movie', 'takes', 'comedic', 'aim', 'at', 'haunted', 'house', 'movies.', 'A', 'group', 'of', 'students', 'visit', 'a', 'mansion', 'called', '""Hell', 'House,""', 'and', 'murderous', 'high', 'jinks', 'ensue.']",2001-07-04,Scary Movie 2
"['Comedy', 'Drama']",4032,en,"['Vada', 'Sultenfuss', 'is', 'obsessed', 'with', 'death.', 'Her', 'mother', 'is', 'dead,', 'and', 'her', 'father', 'runs', 'a', 'funeral', 'parlor.', 'She', 'is', 'also', 'in', 'love', 'with', 'her', 'English', 'teacher,', 'and', 'joins', 'a', 'poetry', 'class', 'over', 'the', 'summer', 'just', 'to', 'impress', 'him.', 'Thomas', 'J.,', 'her', 'best', 'friend,', 'is', '""allergic', 'to', 'everything"",', 'and', 'sticks', 'with', 'Vada', 'despite', 'her', 'hangups.', 'When', ""Vada's"", 'father', 'hires', 'Shelly,', 'and', 'begins', 'to', 'fall', 'for', 'her,', 'things', 'take', 'a', 'turn', 'to', 'the', 'worse...']",1991-11-27,My Girl
"['Science Fiction', 'Crime', 'Drama']",1203060,en,"['Unable', 'to', 'break', 'up', 'with', 'long-term', 'girlfriend', 'Julia', 'face-to-face,', 'Tom', 'turns', 'to', 'a', 'shadowy', 'organisation', 'to', 'clone', 'himself.', 'When', 'he', 'changes', 'his', 'mind,', 'he’s', 'forced', 'to', 'return', 'home', 'to', 'confront', 'his', 'other', 'half', '–', 'both', 'of', 'them.']",2024-03-16,Iris
['Drama'],326743,it,"['Valerio', 'Rossello', 'is', 'a', 'judge,', 'with', 'a', 'rigid', 'and', 'uncompromising', 'mentality.', 'He', 'is', 'married', 'to', 'Lucia,', 'a', 'woman', 'who', 'instead', 'follows', 'the', 'model', 'of', 'a', 'loving', 'and', 'protective', 'mother.', 'From', 'their', 'union', 'only', 'one', 'child', 'was', 'born:', 'Maurizio.', 'Both', 'parents', 'raise', 'him', 'completely', 'differently,', 'highlighting', 'their', 'character', 'differences.', 'Until', 'the', 'day', 'when', 'Maurizio,', 'now', 'a', 'teenager,', 'together', 'with', 'a', 'friend', 'commits', 'an', 'attack', 'for', 'futile', 'reasons', 'against', 'a', 'gas', 'station', 'attendant.', 'Having', 'learned', 'of', 'the', 'incident,', 'Valerio', 'and', 'Lucia', 'also', 'in', 'this', 'case', 'intend', 'to', 'face', 'the', 'situation', 'in', 'a', 'diametrically', 'opposite', 'way.', 'The', 'conflicts', 'within', 'the', 'family', 'thus', 'strongly', 'resurface,', 'in', 'which,', 'amidst', 'rebounds', 'of', 'responsibility,', 'the', 'errors', 'of', 'both', 'parents', 'emerge', 'in', 'the', 'upbringing', 'of', 'their', 'child.']",1957-03-01,The Guilty
['Documentary'],896689,en,"['Man', 'has', 'a', 'new', 'best', 'friend', 'in', 'this', 'heartwarming', 'portrait', 'of', 'nine', 'men', 'whose', 'lives', 'have', 'been', 'forever', 'changed', 'by', 'their', 'proud', 'love', 'of', 'cats.']",2022-10-14,Cat Daddies
"['Action', 'Family', 'Drama']",1024824,te,"['While', 'running', 'away', 'from', 'the', 'police,', 'Charan,', 'Giri,', 'Chanti', 'and', 'Kiran', 'reach', 'a', 'village', 'where', 'they', 'face', 'many', 'problems.', 'They', 'get', 'embroiled', 'in', 'a', 'fight', 'against', 'Satyamurthy,', 'a', 'cruel', 'village', 'head.']",2001-09-21,Chiranjeevulu
"['War', 'Drama']",39519,en,"['American', 'troops', 'storm', 'ashore', 'on', 'a', 'Japanese-held', 'island', 'and', 'push', 'inland', 'while', 'their', 'enemies', 'plan', 'a', 'counterattack', 'in', 'this', 'look', 'at', 'warfare.', 'Soldiers', 'on', 'both', 'sides', 'are', 'haunted', 'by', 'memories', 'of', 'home', 'and', 'the', 'horrifying,', 'sickening', 'images', 'they', 'find', 'in', 'combat.']",1967-08-03,Beach Red
"['Comedy', 'Drama']",937278,en,"['When', 'a', 'lively', 'young', 'family', 'moves', 'in', 'next', 'door,', 'grumpy', 'widower', 'Otto', 'Anderson', 'meets', 'his', 'match', 'in', 'a', 'quick-witted,', 'pregnant', 'woman', 'named', 'Marisol,', 'leading', 'to', 'an', 'unlikely', 'friendship', 'that', 'turns', 'his', 'world', 'upside', 'down.']",2022-12-28,A Man Called Otto
['Romance'],279451,en,"['Radha', 'is', 'a', '2014', 'Telugu', 'film', 'directed', 'by', 'Maruti.', 'The', 'film', 'stars', 'Venkatesh', 'and', 'Nayantara', 'in', 'lead', 'roles.']",2014-11-13,Radha
"['Drama', 'History']",473057,en,"['In', '1894,', 'French', 'officer', 'Alfred', 'Dreyfus', 'is', 'wrongly', 'convicted', 'for', 'the', 'treasonous', 'acts', 'of', 'another', 'man,', 'Major', 'Esterhazy.', 'When', 'investigations', 'begin', 'into', 'the', 'dubious', 'evidence', 'used', 'in', 'the', 'trial,', 'an', 'institutional', 'coverup', 'begins,', 'aided', 'by', 'fears', 'of', 'army', 'disgrace', 'and', 'anti-Semitic', 'paranoia', 'against', 'Dreyfus.', 'But', 'a', 'determined', 'group,', 'headed', 'by', 'prominent', 'author', 'Émile', 'Zola,', 'leads', 'a', 'mounting', 'public', 'call', 'to', 'reopen', 'the', 'Dreyfus', 'case.']",1931-04-18,Dreyfus
